ID_Movimento;Data;Tipo_Movimento;Categoria;Valor;Observacao
3080;2024-10-26 19:03:57.202280;Saída;Imposto;23830.83;Pagamento por venda
4083;2023-11-23 19:03:57.202280;Saída;Serviço;26935.94;Salário
2640;2023-12-19 19:03:57.202280;Saída;Outros;37559.2;Outros recebimentos
3260;2023-03-28 19:03:57.202280;Entrada;Serviço;40994.78;Reembolso de serviço
2162;2022-12-05 19:03:57.202280;Entrada;Imposto;45241.43;Despesa de operação
2718;2023-09-12 19:03:57.202280;Saída;Serviço;29932.36;Reembolso de serviço
2445;2024-01-21 19:03:57.202280;Entrada;Outros;11794.09;Pagamento por venda
4709;2023-08-08 19:03:57.202280;Entrada;Imposto;24481.6;Reembolso de serviço
4740;2023-11-02 19:03:57.202280;Saída;Serviço;32256.98;Despesa de operação
1623;2023-08-25 19:03:57.202280;Entrada;Outros;41517.56;Despesa de operação
4560;2023-11-03 19:03:57.202280;Saída;Serviço;24599.02;Pagamento por venda
1770;2023-06-27 19:03:57.202280;Entrada;Serviço;10315.35;Despesa de operação
2563;2024-08-08 19:03:57.202280;Entrada;Imposto;19019.18;Salário
2241;2023-05-03 19:03:57.202280;Entrada;Imposto;8758.66;Despesa de operação
3711;2023-01-30 19:03:57.202280;Entrada;Venda;46946.55;Pagamento de imposto
1821;2024-06-03 19:03:57.202280;Saída;Venda;12476.55;Despesa de operação
1307;2023-07-30 19:03:57.202280;Entrada;Serviço;25082.71;Despesa de operação
2198;2024-06-27 19:03:57.202280;Saída;Venda;43245.41;Salário
2172;2024-09-30 19:03:57.202280;Entrada;Salário;10265.27;Pagamento por venda
3997;2023-06-08 19:03:57.202280;Saída;Serviço;16556.2;Salário
2565;2023-04-21 19:03:57.202280;Entrada;Outros;28607.23;Salário
4651;2024-02-28 19:03:57.202280;Saída;Serviço;16325.33;Despesa de operação
3595;2023-02-25 19:03:57.202280;Saída;Outros;3770.68;Pagamento de imposto
1807;2023-09-13 19:03:57.202280;Saída;Serviço;5342.62;Reembolso de serviço
4465;2024-03-30 19:03:57.202280;Saída;Outros;10929.84;Despesa de operação
3121;2022-11-27 19:03:57.202280;Saída;Venda;6094.12;Despesa de operação
1297;2024-06-30 19:03:57.202280;Saída;Venda;45506.38;Outros recebimentos
3967;2023-09-08 19:03:57.202280;Entrada;Imposto;23291.32;Reembolso de serviço
4971;2024-01-13 19:03:57.202280;Saída;Salário;30724.11;Pagamento de imposto
4886;2023-04-09 19:03:57.202280;Saída;Venda;9154.95;Salário
1730;2024-01-16 19:03:57.202280;Entrada;Imposto;37099.72;Outros recebimentos
2970;2022-12-27 19:03:57.202280;Entrada;Venda;361.83;Outros recebimentos
3924;2023-11-16 19:03:57.202280;Saída;Outros;46277.35;Outros recebimentos
2795;2024-03-16 19:03:57.202280;Entrada;Serviço;23100.96;Pagamento de imposto
2823;2023-07-29 19:03:57.202280;Entrada;Serviço;21063.73;Reembolso de serviço
3825;2024-05-14 19:03:57.202280;Saída;Outros;2410.25;Recebimento de cliente X
4466;2023-10-10 19:03:57.202280;Entrada;Venda;104.29;Reembolso de serviço
4611;2024-06-18 19:03:57.202280;Entrada;Venda;22661.8;Recebimento de cliente X
1429;2023-10-03 19:03:57.202280;Saída;Serviço;25263.67;Reembolso de serviço
1199;2023-08-29 19:03:57.202280;Entrada;Imposto;49448.04;Salário
2447;2022-11-23 19:03:57.202280;Saída;Serviço;31338.98;Pagamento por venda
2085;2024-08-17 19:03:57.202280;Entrada;Outros;14045.1;Pagamento de imposto
3389;2023-01-06 19:03:57.202280;Saída;Outros;30914.33;Pagamento por venda
1865;2023-06-09 19:03:57.202280;Saída;Imposto;2023.9;Pagamento de imposto
4116;2024-11-09 19:03:57.202280;Entrada;Venda;34830.41;Reembolso de serviço
3850;2023-06-26 19:03:57.202280;Saída;Imposto;31027.14;Despesa de operação
2954;2022-11-26 19:03:57.202280;Saída;Venda;25381.48;Pagamento por venda
2112;2023-10-28 19:03:57.202280;Entrada;Imposto;20771.92;Despesa de operação
3081;2023-08-29 19:03:57.202280;Entrada;Salário;27627.96;Salário
